Census Tract,Tract Area (km^2),Intersection Density,Bus-Stop Density,Parking-Lot/Space Density,Length of Interstate Highway,Length of State Highway,Length of Collector Roads,Length of Local Roads,Length of Bicycle Lanes,Length of Bike Trails,Length of Pedestrian Crosswalks,Length of Sidewalks
000101,43.20872948345731,2.8697904678607604,0.509156373330135,4.982801132084753,0.0,31.90100016942775,5.169404723811296,184.40063154702398,0.005134347876166887,0.005134347876166887,5.79025109977227,67.84382258949655
187200,422.037349318271,0.28196556582545146,0.0,0.446270433700511,0.0,48.535763855961804,91.9779149477006,475.39596805542175,17.522046218912504,3.8020292610647464,5.536847343890365,94.58178111165658
170700,23.92698988109339,9.570781829976491,0.12538142135340383,0.11848039326473422,0.0,0.0,9.70671767666881,76.75258727495192,1.0363619048603483,0.0,8.14581466356682,53.81471886497542
170100,53.60564935432028,3.8055690483592453,0.2425117530817166,1.1106611441317986,0.0,8.065489002770988,12.106499065937758,110.36685118275982,9.5273383815947,0.09064539041980871,7.354280921375432,78.79355543246271
160202,136.85785795321885,1.3444606159399002,0.007306851173586415,0.4809541401578978,0.0,18.93348531873162,49.07333844460609,270.5779920356321,28.1016778408429,25.092950358953665,5.130698559991723,95.96749974790329
070200,50.42916181499838,7.396513972775654,0.2577873502575965,0.3856167361921441,0.0,17.731569204360277,15.597316274462123,104.06182109893037,6.264553224168176,0.0,14.275035135137497,169.78026417957233
980000,65.48504631423242,1.81720876288266,0.0,1.6065835622166218,9.395327753349518,30.364721477590862,6.901813931163978,60.363085913923456,47.00586519893693,9.611196038617276,4.073246246800066,29.80297442974284
060102,32.77352913113155,1.1899847539749366,0.18307457753460563,1.19272114194968,0.0,23.35892606593223,7.9667969643947325,122.60457767934518,15.471418917178879,2.8843643587138073,1.3131734188439053,64.44653300825772
187000,3.8968728596239144,80.83404600231185,1.026464076219833,10.745783246261079,0.0,0.0,6.775064369392376,42.81476281700059,1.345413474163622,0.0,4.233538632826365,55.136498425307714
018600,5.1881372098029255,20.62397266553104,0.5782422242672254,1.509909946169933,0.0,0.0,2.07875270593965,31.84029618173533,0.028746985633077295,0.0,3.8979551917053787,37.11262170877656
003500,12.560530143564304,28.97966852032152,1.1146026353969816,2.4098987342735363,0.0,7.052172943583857,6.158430319492139,89.69514537761452,2.2175572988538943,0.0,13.021490336434566,96.26514959861633
017900,6.6361915675107985,34.95981055396537,2.1096437403254966,2.1357195841767127,0.0,0.0,6.0834873667279155,50.87006174661788,2.848168199366401,0.0,6.880670193888833,55.59670637956161
017300,5.525212967244856,35.292757248638075,2.171861984531574,0.2589831918902712,0.0,7.249264211291235,2.745023801963273,40.858639611627574,0.0,0.0,6.059486712659736,44.62363253262746
017200,5.266840970987531,26.581398749495573,1.518937071399747,0.0,0.0,0.8619167434208027,4.51653734288292,38.39425021834711,1.4609500267449076,0.0,3.706119790857298,34.18347713835795
017400,3.5415128649959744,30.213076749651062,1.9765564228743686,0.27355212034675414,0.0,0.0,8.74975384334454,22.514292098142977,1.2701427955767848,0.0,3.32728082513765,29.473381542335993
017500,5.299681923199586,33.964302501258096,2.45297740286864,1.5419405137028421,0.0,0.0,10.551099916361308,38.44252633304082,2.0396496450678248,0.0,6.162198648941997,45.07712905131896
017600,5.1147956712211045,20.52867929618239,1.3685786197454928,1.9823722808799646,0.0,0.0,2.9221281884361225,28.941998799101057,0.0,0.0,3.563294553772515,33.008866542509885
018200,20.760414598251483,7.947818152624799,0.14450578459317814,0.5496303119798868,0.0,0.0,4.464498184048313,35.63838289335772,6.8398785261829715,0.5744444448538916,3.194254584524811,43.427497896669436
019200,15.443722718862642,15.022284731688432,0.6475122729176048,0.6645382789696178,0.0,0.0,21.020410900138447,68.00945199739988,0.0,0.0,9.452913322846207,97.23228992133384
019400,14.125326536868968,16.707578361746812,0.7079482356672377,2.4812631040918056,0.0,0.0,26.37588609043918,64.03863382468575,0.0,0.0,7.762991822697306,79.22068663754176
019500,14.183228401172421,15.017737427283684,0.4935406666243464,0.6647243582327753,0.282245944055983,0.0,16.224852520142385,50.34092384137797,0.0,0.0,9.49451409158524,91.61881125178097
